237.4842794	263.09382	75
260.8793758	1158.938851	73
332.144775	1633.908284	68
554.122697	448.6532296	74
737.728288	815.072914	73
880.9981092	1119.572119	72
832.8129564	1602.410176	69
882.6685628	1790.826848	69.5
866.8342368	1907.022202	68
967.8135949	2534.28453	70
871.7974955	430.2528769	73
1183.380823	2110.653996	66
1290.425415	2544.27839	69
1028.155452	159.0070684	73
1126.331771	837.9074026	71
1240.801573	1310.250463	71.4
1234.644508	1521.96078	70.2
1328.544117	1542.517855	70.8
1340.993806	2092.418939	57
1218.73147	153.6467489	73
1484.993904	1253.199662	70.9
1621.450723	1898.497641	71
1706.652603	2130.767657	56
1609.726938	2205.738664	67
1527.341215	419.2488731	72
1595.186995	1067.199463	71.5
1680.992337	1180.708097	71
1829.317248	1490.365593	71.5
1834.341728	2001.548012	71
1912.210229	2177.026977	55.5
1995.383076	808.6106199	72.2
2031.975631	2107.195894	55
2266.971721	2359.965262	54.5
